Nome: SAO PAULO - INTERLAGOS
Codigo Estacao: A771
Latitude: -23.724501
Longitude: -46.677501
Altitude: 771
Situacao: Operante
Data Inicial: 2020-01-01
Data Final: 2023-03-31
Periodicidade da Medicao: Diaria

Data Medicao;PRECIPITACAO TOTAL, DIARIO (AUT)(mm);PRESSAO ATMOSFERICA MEDIA DIARIA (AUT)(mB);TEMPERATURA DO PONTO DE ORVALHO MEDIA DIARIA (AUT)(°C);TEMPERATURA MAXIMA, DIARIA (AUT)(°C);TEMPERATURA MEDIA, DIARIA (AUT)(°C);TEMPERATURA MINIMA, DIARIA (AUT)(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA (AUT)(%);UMIDADE RELATIVA DO AR, MINIMA DIARIA (AUT)(%);VENTO, RAJADA MAXIMA DIARIA (AUT)(m/s);VENTO, VELOCIDADE MEDIA DIARIA (AUT)(m/s);
2023-11-13;0;923.529167;16.504167;38.5;29.991667;23.5;48.833333;20;10.6;1.870833;
2023-11-14;0;923.658333;19.795833;37.4;25.366667;21.3;75.958333;27;10.6;2.241667;
2023-11-15;1.8;924.154167;20.070833;36.7;25.666667;20.2;75.5;30;10.1;2.05;
2023-11-16;30.4;922.375;18.8625;32.8;25.5375;19.7;69.666667;40;11.1;2.416667;
2023-11-17;0;921.579167;20.320833;36.7;26.775;21.4;72.75;31;10;2.008333;
2023-11-18;0;920.970833;20.4875;35.2;28.3875;22.6;65.5;39;16.3;2.745833;
2023-11-19;27;925.7375;19.520833;31;20.675;20.6;93.25;52;19.9;2.254167;
2023-11-20;11;927.175;18.566667;23;19.770833;17.9;92.875;80;8.5;2.7125;
2023-11-21;.2;925.1375;19.379167;31.8;22.55;19.1;83.875;49;10;1.775;
2023-11-22;0;922.854167;20.283333;33;25.816667;20.2;73.625;48;12;2.083333;
2023-11-23;6.4;925.370833;20.0125;29.4;23.408333;20.7;82.083333;59;8.5;2.183333;
2023-11-24;1.6;931.070833;16.316667;20.2;18.191667;18;89.083333;72;9.8;3.075;
2023-11-25;1.6;931.241667;12.775;17;15.5375;14.8;84.041667;63;9.5;2.658333;
2023-11-26;7.6;929.266667;14.916667;20.9;17.266667;14.5;86.416667;72;9.8;2.65;
2023-11-27;0;929.016667;17.883333;24.7;20.158333;17.5;87.083333;73;7.5;1.745833;
2023-11-28;4.2;926.6625;19.479167;30.5;22.7;19.2;83.875;51;9;1.658333;
2023-11-29;23.4;924.416667;19.516667;28.2;21.804167;18.7;87.5;62;16.7;2.2125;
2023-11-30;17.2;924.483333;20.304167;32.1;23.533333;19.3;83.5;51;8.8;2.354167;
2023-12-01;1.4;926.033333;20.095833;27.7;22.566667;19.7;86.791667;64;8.1;1.683333;
2023-12-02;0;924.375;19.479167;31.5;24.329167;18.5;77;46;8.3;1.5625;
2023-12-03;.2;923.241667;20.558333;30.9;24.525;20.1;79.833333;43;9.8;1.716667;
2023-12-04;.2;925.775;19.2625;31.2;22.433333;19.1;83.666667;49;9.9;2.416667;
2023-12-05;.6;928.920833;19.245833;26.7;22.129167;20;84.083333;63;8.7;2.420833;
2023-12-06;0;927.175;20.441667;33.3;25.25;20.7;76.791667;42;7.5;1.629167;
2023-12-07;0;925.166667;20.008333;35.2;27.870833;22.9;65.625;35;13;2.029167;
2023-12-08;14.4;926.925;19.2375;28.5;22.654167;20.2;82.5;52;10.6;2.1125;
2023-12-09;2;929.045833;16.629167;20.7;18.216667;16.9;90.583333;81;10.1;3.358333;
2023-12-10;.4;927.370833;16.295833;24.1;19.129167;16.9;83.916667;62;10.2;2.854167;
2023-12-11;38.8;925.241667;17.933333;28.8;20.108333;17.6;88;53;9.2;2.070833;
2023-12-12;.4;929.3125;16.041667;23.2;18.908333;16.8;83.708333;68;8.1;2.35;
2023-12-13;0;927.358333;17;25.1;19.95;15.6;83.583333;66;8.6;2.354167;
2023-12-14;0;925.8;18.895833;32.1;23.1;18.5;79.291667;33;9.9;1.804167;
2023-12-15;.2;926.116667;20.504167;30.3;23.325;18.8;85.333333;52;8.6;1.545833;
2023-12-16;0;926.720833;20.854167;31.7;23.4125;20.2;86.583333;49;9.1;1.933333;
2023-12-17;0;925.529167;20.454167;33;24.329167;20.9;80.958333;39;9.4;null;
2023-12-18;0;923.5375;18.5625;29.6;23.666667;20.4;74.666667;37;null;null;
2023-12-19;0;922.675;18.4;28;22.116667;19;80.375;56;null;null;
2023-12-20;0;924.625;16.925;25.3;20.983333;18.2;78.416667;59;null;null;
2023-12-21;0;925.941667;17.933333;29.1;21.75;18.2;80.083333;52;null;null;
2023-12-22;0;925.729167;19.75;33.6;24.108333;19.5;78.875;45;null;null;
2023-12-23;0;925.3125;19.6375;33.3;24.175;19.7;78.458333;40;null;null;
2023-12-24;42.6;925.15;19.229167;31.6;23.841667;19.3;78.083333;43;null;null;
2023-12-25;0;925.033333;19.254167;34.1;26.491667;21;67.5;40;null;null;
2023-12-26;0;925.558333;19.25;26.3;22.804167;22.7;80.916667;61;null;null;
2023-12-27;.8;928.766667;15.341667;23.2;19.7375;17.4;76.458333;59;null;null;
2023-12-28;.2;927.270833;16.066667;30.2;21.4;16.6;73.125;40;null;null;
2023-12-29;0;924.195833;17.308333;35.3;26.533333;19.4;61.583333;31;null;null;
2023-12-30;5;926.7375;17.875;27.9;20.8625;18.7;83.875;50;null;null;
2023-12-31;4.4;927.991667;16.475;23.8;19.65;17.5;82.375;61;null;null;
2024-01-01;.2;927.2;17;23.7;20;18.1;83;74;null;null;
2024-01-02;0;925.3;17.8;26.6;21.2;19.1;81.1;63;null;null;
2024-01-03;0;923.8;19.1;31.7;22.5;19.8;82.3;48;null;null;
2024-01-04;2.4;924.5;19.3;23.6;20.5;18.8;92.4;81;null;null;
2024-01-05;14.2;925.3;18.7;25.5;20.9;19;87.6;67;null;null;
2024-01-06;1;925.9;18.5;25.3;21.1;18.7;85.3;67;null;null;
2024-01-07;0;925.5;18.8;32.3;22.8;18.9;79.4;41;null;null;
2024-01-08;0;924.8;19.3;34.8;25;20.4;73.3;38;null;null;
2024-01-09;2.2;926.2;19.4;33.8;25.3;20.2;71.4;41;null;null;
2024-01-10;0;926;19.9;34.7;25.9;20.5;72.1;33;null;null;
2024-01-11;16.4;924.8;20.5;32.6;24.9;20.2;79.6;45;null;null;
2024-01-12;18.4;924.2;20.7;28.8;23.1;20.8;87;61;null;null;
2024-01-13;149.4;927.7;18.7;21.5;20;19.8;92.7;81;null;null;
2024-01-14;.6;927.8;18.4;32;21.7;17.1;83.2;48;null;null;
2024-01-15;0;926.7;20.2;33.2;25.7;20.5;74.7;41;null;null;
2024-01-16;0;926.5;20.4;33.9;27.6;22.2;66.9;40;null;null;
2024-01-17;0;927.1;21.3;34;26.3;23.4;76.2;45;null;null;
2024-01-18;18.6;926.3;21.9;33.6;24.9;21.7;85.2;45;null;null;
2024-01-19;18.6;924.8;20.4;32.5;24.5;18.9;79.8;52;null;null;
2024-01-20;26.6;923;20.5;29.8;23.7;21;82.7;64;null;null;
2024-01-21;14.4;924.6;19.7;26.1;21.6;20.1;89.3;65;null;null;
2024-01-22;8.6;928;18.2;23.8;20;18.7;89.5;73;null;null;
2024-01-23;9.2;927;16.8;19.2;18;18;92.7;85;null;null;
2024-01-24;19;924.8;16.1;22.1;18.2;16.4;88;77;null;null;
2024-01-25;1.8;925.1;16.1;20.4;17.4;16.3;91.7;77;null;null;
2024-01-26;4.2;926.4;15.9;21.7;17.6;15.2;89.5;74;null;null;
2024-01-27;.2;926.2;17.5;24.9;19.6;17;88;68;null;null;
2024-01-28;8.2;926.9;17.5;24.8;19.9;17.2;86.8;60;null;null;
2024-01-29;6;926.3;17.1;30.3;22.9;17;73.1;41;null;null;
2024-01-30;.2;925.6;18.6;33.2;23.9;18.9;76;30;null;null;
2024-01-31;0;926.8;18.9;27.8;22;20.2;83.2;64;null;null;
2024-02-01;38.6;929;17.4;26.9;21.1;17.3;80.4;51;null;null;
2024-02-02;0;930.8;18.5;24;20;19.1;91.3;75;null;null;
2024-02-03;32.4;930.2;19.2;27.7;21.8;18.3;86;60;null;null;
2024-02-04;.2;929.4;18.8;29.7;22.1;19.8;84.1;47;null;null;
2024-02-05;48.6;928.6;17.1;29;22.4;17.1;74.5;42;null;null;
2024-02-06;.2;929.4;18.8;27.7;22.7;18;79.4;56;null;null;
2024-02-07;.2;927.7;19.5;30;22.8;19;83.1;48;null;null;
2024-02-08;.2;926.6;19.9;30.1;23.3;19.3;82.6;48;null;null;
2024-02-09;0;927.8;19.9;28.9;23.5;19.4;80.9;56;null;null;
2024-02-10;.2;929.4;20.2;29.4;23.9;20.4;80.9;52;null;null;
2024-02-11;0;929.3;19.8;32.6;24.4;19.9;78.1;41;null;null;
2024-02-12;0;929.5;19.5;32.7;26.4;21.3;68;43;null;null;
2024-02-13;0;928.5;19.3;34.6;27.4;22.2;62.7;38;null;null;
2024-02-14;54;928.6;20.3;27;21.8;20;91.5;67;null;null;
2024-02-15;19.8;928.9;18.5;22.8;20;19;91.7;80;null;null;
2024-02-16;2;928;17.9;24.3;20.1;17.7;87.4;74;null;null;
2024-02-17;.2;926.1;18.1;26.3;21.2;17.5;83;65;null;null;
2024-02-18;0;924.5;19;27.4;21.7;19.7;85.5;62;null;null;
2024-02-19;2.6;922.5;19.2;28.8;21.8;18.7;86.5;50;null;null;
2024-02-20;14.6;921.2;19.3;23.2;20.8;20.2;91.3;82;null;null;
2024-02-21;32.6;921.9;19.1;26.2;20.8;18.8;90.2;68;null;null;
2024-02-22;13;923;20;31.5;22.8;20;85.6;49;null;null;
2024-02-23;.2;926.2;20.8;33.1;24.5;21.1;81.3;44;null;null;
2024-02-24;13.4;929.9;21;32.3;23.1;20.7;88.5;53;null;null;
2024-02-25;49.4;931.8;21;28.2;23.1;19.6;88.5;67;null;null;
2024-02-26;0;930.4;20.6;25.4;22.6;20.8;89;78;null;null;
2024-02-27;0;926.1;20.9;33.2;26.1;21.3;75.3;49;null;null;
2024-02-28;0;925.4;21.4;32.7;25.5;21.3;79.3;50;null;null;
2024-02-29;.8;926.6;21.2;31.5;24.5;21;83.1;44;null;null;
2024-03-01;.8;926.2;20.2;30.3;23.2;20.9;84.1;53;null;null;
2024-03-02;3.8;927.3;18.1;25.7;21.8;19.7;80.4;58;null;null;
2024-03-03;.2;926.1;19.1;30.6;23;19.3;79.9;49;null;null;
2024-03-04;0;925.9;20;31.9;23.4;18.7;82.8;48;null;null;
2024-03-05;1.8;926.4;20.7;32.3;23.7;20.4;84.8;53;null;null;
2024-03-06;7;927.9;20.5;25.6;22.1;20.6;90.9;73;null;null;
2024-03-07;.8;930.2;20;25.7;21.6;19.6;90.9;77;null;null;
2024-03-08;.8;929;20.9;27.9;22.9;21;89.2;64;null;null;
2024-03-09;20;925.9;21.8;32;24.7;20.9;85.2;55;null;null;
2024-03-10;1;926.1;21.4;28.6;24.2;21.9;84.7;65;null;null;
2024-03-11;1;929.4;18.7;26.1;21.8;19.4;83;60;null;null;
2024-03-12;0;930;17.6;24.9;20.4;17.4;85.1;59;null;null;
2024-03-13;0;928.6;19.5;29.6;22;19.7;86.4;55;null;null;
2024-03-14;0;927.4;21;33.8;24.1;19.9;84.5;45;null;null;
2024-03-15;0;925.3;20.6;35;27.2;21.8;70.4;36;null;null;
2024-03-16;0;923.8;20.6;35;28.2;23.6;65.5;39;null;null;
2024-03-17;0;924.8;21.2;35.4;27.7;23.4;69.8;40;null;null;
2024-03-18;.2;925.9;21.5;28.8;24.2;21.9;85.3;62;null;null;
2024-03-19;8.2;925;22;33;25;21.7;84.9;49;null;null;
2024-03-20;.2;923.1;21.9;32.4;25.4;22;82.6;52;null;null;
2024-03-21;0;922.6;21.2;33.5;27.2;22.4;71.7;48;null;null;
2024-03-22;5;928.8;19;22.4;20;20;93.7;87;null;null;
2024-03-23;6.8;931.9;16.1;18.5;17.6;17;90.9;81;null;null;
2024-03-24;10.2;929.9;17;21.6;18.7;16.7;89.6;80;null;null;
2024-03-25;0;927.1;18.3;25.3;20.9;17.7;86;68;null;null;
2024-03-26;0;928.4;17.4;23.7;20;18.1;85.5;69;null;null;
2024-03-27;0;930.2;16.7;20.9;19.2;18.4;85.4;72;null;null;
2024-03-28;0;930.7;18.1;21.6;19.4;18;92;82;null;null;
2024-03-29;0;929.7;19.1;27.8;21.9;18.8;85.2;58;null;null;
2024-03-30;0;928.2;18.9;26.6;21.3;18.7;86.4;64;null;null;
2024-03-31;0;927.2;17.5;29.7;21.7;17.2;80.6;35;null;null;
2024-04-01;0;926.8;17.2;27.8;21.1;17.2;80.8;42;null;null;
2024-04-02;0;925.5;17.8;29.7;22.5;18.7;76.3;43;null;null;
2024-04-03;0;927.1;18.6;27.3;21.9;18.9;82.7;61;null;null;
2024-04-04;0;928;19.3;32;22.4;18.4;84.5;44;null;null;
2024-04-05;.2;928.4;18.5;30.3;22.9;19.1;78.9;39;8.5;1.7;
2024-04-06;0;929.1;18.6;24;20.6;19.1;88.3;73;7.8;2.2;
2024-04-07;6.2;929.6;18.3;24.3;20.2;17.8;89;69;9.3;2.8;
2024-04-08;0;927.7;18.7;25.7;21.8;19.4;83.1;65;6.2;1.1;
2024-04-09;2;927.2;19;29.3;21.6;18.6;86.3;53;8.7;1.5;
2024-04-10;.2;926.1;19.2;30;22;18.9;85;50;8;1.3;
2024-04-11;0;928.1;19.1;24.9;20.7;18.9;90.8;75;8.7;2;
2024-04-12;.6;930.1;19;25.2;21.4;19.1;86.5;70;9;2.7;
2024-04-13;0;929.4;18.8;28;22;18.8;83.2;57;8.7;2.2;
2024-04-14;0;927.9;19.3;26.4;22.1;19.7;84.8;62;6.6;1.5;
2024-04-15;1.2;928.3;19.6;29.1;22;20;87.1;54;8;1.4;
2024-04-16;43.6;928.7;20;31.2;23.8;20;81.1;48;6.4;1.2;
2024-04-17;14.6;927.3;20.5;29;23.6;20.6;84.3;60;8.5;1.7;
2024-04-18;3;929.6;15.7;21.8;17.5;16.6;89.1;78;9.9;3;
2024-04-19;.6;930.8;12.6;20.7;16.9;13.7;77.5;45;8.8;2.7;
2024-04-20;0;931.3;15.2;23.6;18.3;15.8;82.4;64;8.2;2.5;
2024-04-21;0;929.8;16.1;28.9;19.7;15.4;82;40;7.2;1.6;
2024-04-22;.2;927.9;15.7;29.6;21.6;16.6;73.4;33;7.6;1.5;
2024-04-23;0;927.5;15.2;30.6;23.3;17.5;63.3;35;7.7;1.1;
2024-04-24;0;927.7;17;30.7;22.9;17.9;71.2;41;6.8;1.5;
2024-04-25;.6;929.3;18.9;23.3;20.5;19.6;90.6;77;7.4;2.3;
2024-04-26;.6;929.2;19.1;25.9;20.7;18.8;90.9;67;7.4;2;
2024-04-27;0;926.9;18.3;31.8;23.9;18.7;74.1;42;7.8;1.2;
2024-04-28;0;926.3;18.2;31.8;24.6;20;70;41;8.4;1.7;
2024-04-29;0;928;19.7;31.1;23.3;19.6;82.2;46;6.5;1.4;
2024-04-30;0;927.8;17.6;32.3;25.5;20.6;65.2;33;6.7;1.2;
2024-05-01;0;926.7;16.6;32;24.9;19.5;63.6;31;9;1.2;
2024-05-02;0;924.2;16.1;32.3;25.4;19.6;59.3;34;13;1.9;
2024-05-03;0;926.1;18.1;31.4;22.4;18.4;78.3;40;7.6;1.6;
2024-05-04;.2;928.4;17;32.8;24.3;18.6;69;29;7.8;1.2;
2024-05-05;0;930.4;16;32.6;24.5;20.9;63.9;24;7.5;1.2;
2024-05-06;0;928.9;15.4;31.2;23.4;18.6;64.6;27;6.2;1;
2024-05-07;0;927.5;16.5;31.9;23.7;18.5;66.3;33;5.5;1.2;
2024-05-08;0;927.4;16.7;31;24.5;20.3;63.8;39;10.7;1.6;
2024-05-09;0;929.6;17;30.6;23.1;19.4;70.5;37;8.8;1.6;
2024-05-10;1.2;929;18.8;29;21.8;19.5;84.6;44;6.5;1.7;
2024-05-11;.2;926.8;16.6;30.7;23.3;18.9;70.8;34;9.7;1.5;
2024-05-12;0;925.3;14.6;30.8;23.6;17.4;60.4;34;12.1;1.8;
2024-05-13;0;924.9;12.7;30.7;24;18.2;51;30;13.6;3.1;
2024-05-14;0;928.2;17;23.5;18.8;18.4;89.6;46;6;1.8;
2024-05-15;1.4;929.9;14.9;17.4;16.4;15.9;90.9;85;6.7;2.1;
2024-05-16;0;928.3;16;29.3;21.1;15.7;75.1;44;10;1.5;
2024-05-17;0;928.4;15.7;31.5;24.2;19;62.5;33;9.5;1.7;
2024-05-18;0;929.4;16.9;30.6;21.3;16.9;79.2;35;8.9;1.6;
2024-05-19;0;930.5;17.2;23.2;19.6;18.1;86;70;6.7;2;
2024-05-20;6;930.3;17.7;24.7;19.3;18.5;90.7;68;7.4;1.6;
2024-05-21;.6;932.7;16;20;17;15.5;93.8;83;7.4;2.2;
2024-05-22;.2;931.6;16.8;27.6;20.7;15.9;81;49;5.7;1.2;
2024-05-23;.2;928.8;14.8;28.9;21.6;16.4;68.6;37;9.4;1.5;
2024-05-24;0;926.9;13.9;23.8;19.4;16.6;71.7;54;9.1;1.9;
2024-05-25;3.4;930.6;14.4;17.7;15.6;15.1;92.3;86;10.3;2.2;
2024-05-26;17;932.8;13.5;16.5;14.5;13.5;94.1;87;7.5;2.6;
2024-05-27;17.8;931.3;15.3;19.2;16.6;13.9;92.3;82;6;1.5;
2024-05-28;1.6;928.9;15.5;20.9;18.3;16;84.1;70;13.2;3.4;
2024-05-29;.2;931.7;9.1;19.6;13.2;9.2;77.5;48;9.8;2.1;
2024-05-30;.2;933.7;10.3;17.5;13.3;10.7;82.8;56;7.8;1.8;
2024-05-31;0;934.8;12;18.8;14.8;12.4;83.8;64;8.4;2.7;
2024-06-01;0;934.8;12.2;24.3;16.9;13.5;75.9;37;7.6;1.8;
2024-06-02;.4;933.8;12.7;25.9;17.8;12.9;75.5;36;5.9;1.2;
2024-06-03;0;933.9;14.1;26.7;19.3;15.4;74;42;7.1;1.4;
2024-06-04;0;934.9;14.8;19;16.2;15.4;91.3;75;8.7;2.6;
2024-06-05;1.2;934.2;15;20.9;16.5;14.8;90.7;73;5.8;1.9;
2024-06-06;.2;932.9;14.2;25.8;17.8;12.7;82.7;37;4.3;.9;
2024-06-07;.4;933.5;14;26.5;18.9;14.3;76.9;35;4.5;.9;
2024-06-08;.2;933.3;14.8;26.7;18.6;14.3;81.8;39;6;1;
2024-06-09;.4;931.2;14.1;27.9;19.9;15.3;72.7;41;8.7;1.2;
2024-06-10;0;930.3;13.3;28.7;21.2;16.6;62.5;38;7.5;1.6;
2024-06-11;.2;932.3;14.9;26.4;19.1;14.5;79.5;43;6.9;1.1;
2024-06-12;.2;931.9;14.9;27.8;19;14.2;80.8;34;7;1.1;
2024-06-13;.4;930.6;12.7;27.1;19.5;14.5;69.5;31;9.9;1.4;
2024-06-14;0;930.4;11;27.3;20.3;14.4;56.3;40;10.7;1.5;
2024-06-15;0;931.6;13.7;28.9;20.8;15.1;65.7;41;10.1;1.5;
2024-06-16;0;930.3;14.4;28.2;20.7;15.5;69;42;6.2;1.1;
2024-06-17;0;928;13.2;27.7;20.7;15.6;63.7;44;9.9;1.8;
2024-06-18;0;928.1;10.8;26.9;20.1;14.3;56.5;37;9.9;1.6;
2024-06-19;0;929.3;11.5;27.9;19.7;13.9;61.3;39;10.5;1.5;
2024-06-20;0;930.9;12.6;27;18.9;13.8;69.6;35;6.9;1.2;
2024-06-21;.4;930.5;13.2;24.7;17.7;12.2;77.1;44;6;1.1;
2024-06-22;.2;929;13.3;27.8;19.4;13.5;70.8;43;11.3;1.5;
2024-06-23;0;927.7;13.7;28.4;21;15.4;64.5;45;9.6;1.6;
2024-06-24;0;927.8;14;29.1;21.7;16.8;62.9;46;9.8;1.9;
2024-06-25;0;931.2;15.1;19;17.4;16.9;86.5;81;7.1;2.3;
2024-06-26;0;928.4;15.6;28.7;20.7;15.1;74.8;51;12.3;2.2;
2024-06-27;0;926.6;14.8;25.5;18.5;16.9;79.6;58;8;1.7;
2024-06-28;.2;926;14.8;26.8;19.2;14.6;77.1;55;10.6;1.7;
2024-06-29;0;928;13.4;21.5;17.2;15.3;78.7;64;7.5;1.7;
2024-06-30;.8;930.8;10.8;15.2;12.7;12.8;88.5;86;7.2;2.5;
2024-07-01;0;932.1;11.2;18.3;13.6;11;85.3;75;6.2;1.5;
2024-07-02;0;932.1;12.5;25.6;15.7;12;82.1;51;5.2;1.3;
2024-07-03;.4;930;13.3;27.1;18.8;13.2;73.2;41;6.9;1.2;
2024-07-04;0;929.1;13.6;25;19.8;15.7;67.9;51;3.4;.9;
2024-07-05;0;930.4;12.2;28.1;20.2;14.6;63;35;6.3;1.1;
2024-07-06;0;933.1;12.7;21.2;15.9;14.9;81.8;52;6.9;2.1;
2024-07-07;0;930;13.6;27.8;17.5;14.3;79.8;45;9.4;2;
2024-07-08;0;929.7;11.9;16.6;13.7;12.8;89;86;7;2;
2024-07-09;25;928.9;11.3;13.8;12.5;11.4;92.5;91;5;.9;
2024-07-10;40;927.2;15.1;22.8;17.4;11.9;86.8;71;8.6;1.8;
2024-07-11;0;930.3;15.2;21;17;15.3;88.6;78;6;1.6;
2024-07-12;0;936;14.2;22;15.8;14.2;90.3;72;7.1;2.4;
2024-07-13;.2;936.6;11.9;15;13.2;12.1;92.1;90;8;2.5;
2024-07-14;0;932.9;13.5;26;16.4;12.4;84.4;53;10.3;2.1;
2024-07-15;0;935;12.4;20.4;14.9;11.6;85.1;68;6.5;1.4;
2024-07-16;0;936;13.2;21.1;15.4;13.4;86.7;66;7;1.6;
2024-07-17;0;935.4;13.6;25;17.5;12.4;79.4;54;4.6;.9;
2024-07-18;.2;933.7;13.3;23.1;16.4;13.1;82;63;7.7;1.6;
2024-07-19;.2;935.9;11.4;19.8;14.7;11.9;81;62;4.8;1.4;
2024-07-20;.4;935.1;11.6;20.7;14.4;11.6;84.1;54;7.5;1.7;
2024-07-21;0;934;12.1;22.6;15.9;12;78.8;56;6.5;1.6;
2024-07-22;.2;933.9;12.1;26.3;17.7;11.9;71.9;46;8.3;1.4;
2024-07-23;.2;935.2;9.9;24.5;16.1;10;69.7;43;6.6;1.2;
2024-07-24;0;935;9.7;24.8;17;11.3;63.5;42;7.6;1.3;
2024-07-25;.2;932.9;11.3;27.5;18.2;12.2;66.6;42;7.7;1.3;
2024-07-26;0;931.5;10.9;25.9;18.5;13.3;62.7;43;7.1;1.1;
2024-07-27;0;931.7;11.5;26.6;18.7;13.9;63.6;47;5.7;.9;
2024-07-28;0;931.5;12.8;29.2;20.1;14.5;63.7;46;8.2;1.4;
2024-07-29;0;932.1;11.9;21.1;17.1;14.2;71.7;62;9.1;1.9;
2024-07-30;3.4;935.6;11.3;16.2;13.7;12.6;85.6;77;7.6;2.6;
2024-07-31;2.6;935.5;12.9;21.9;15.9;12.9;82.9;67;8.2;2.4;
2024-08-01;0;934.9;13.8;23.4;16.9;14.6;82.3;66;7.4;2;
2024-08-02;0;933.8;13.6;26.4;17.9;13.1;77.2;49;5.3;1.3;
2024-08-03;0;932.6;13.1;28.9;20.8;15.2;62.6;43;6.9;1.2;
2024-08-04;0;932.7;13.9;28.9;22.1;16.6;60.5;48;9.9;1.4;
2024-08-05;0;932.3;14.7;29.4;22.4;17.9;62.5;44;6.2;1.2;
2024-08-06;0;930.7;14.1;29.8;22;16.6;62.4;43;5.6;1;
2024-08-07;0;927.5;12.4;29.4;22.7;17.3;53.2;37;11.1;1.7;
2024-08-08;0;926.1;11.9;29.7;22.5;17.1;52;40;10.9;1.8;
2024-08-09;1.8;928.2;13.1;20;17;15.9;77.9;65;8.1;1.5;
2024-08-10;46.4;929.6;8.1;14.2;10.4;9;85.6;80;9.1;2;
2024-08-11;.4;929.9;7.3;21.8;12.5;6.8;73.3;45;6.9;1.5;
2024-08-12;.2;929.8;5.3;20;13.6;9.7;58.7;37;6.9;2.1;
2024-08-13;0;934.4;6;12.4;9.6;7.2;77.8;64;8.6;2.3;
2024-08-14;0;933.1;8.5;21.2;12.7;8.3;76;53;9;2;
2024-08-15;.2;931.6;11.9;29.4;17.9;9.8;71.3;38;7.1;1.2;
2024-08-16;0;931.1;14.1;31.4;20.5;13.1;69;44;5.4;1.2;
2024-08-17;0;930.8;13.5;30.9;21.8;15.4;60.9;40;4.4;1;
2024-08-18;0;930.4;12.8;32;22;14.8;57.6;36;4.9;.9;
2024-08-19;0;930;12.7;32.9;23;15.8;53.8;36;6.6;1;
2024-08-20;0;930.8;13.1;29.5;20.5;15.2;63.3;46;8.4;1.6;
2024-08-21;0;931.5;12.6;26.8;18.6;15.3;68.7;51;6.6;2.2;
2024-08-22;0;928.2;13.7;32;22.6;15.9;58.7;39;9.6;1.6;
2024-08-23;0;925.7;13;32.8;23;17.2;55;38;13.7;2.4;
2024-08-24;.2;929.3;11;17.4;15.4;14.6;75;70;10.6;2;
2024-08-25;13.4;933.2;7.9;15;10.8;10.8;82.6;78;8.7;2.7;
2024-08-26;.4;934.5;6;14.6;10.2;7.9;75.5;63;7.1;2.2;
2024-08-27;.2;935.4;5.5;17.2;10.1;4.8;73.8;55;10.1;2.3;
2024-08-28;0;935.9;8.9;18.1;12.7;9.6;77.7;65;8;2.8;
2024-08-29;0;935.3;12.9;24.5;16.5;12.2;79.8;63;6.4;1.6;
2024-08-30;.2;933.2;13.2;28.8;20.1;14.3;66.2;47;5.1;1.2;
2024-08-31;0;932.1;12.1;24.4;17.7;12.9;70;58;7.1;1.6;
2024-09-01;.2;929.6;13;32.3;21.4;13.9;60.9;40;9.3;1.7;
2024-09-02;0;927.5;11.2;23.1;17.7;15.8;66.7;43;7.6;1.8;
2024-09-03;0;928;15;31.8;20.9;14.1;70.7;50;7.2;1.3;
2024-09-04;0;928.8;14.5;32.3;23.6;15.7;57.8;39;6.9;1;
2024-09-05;0;929.2;12;25.5;20.4;16.4;59.5;42;9.4;2.5;
2024-09-06;0;930.7;11.3;18.7;15.6;13.8;75.6;71;9.2;3;
2024-09-07;0;929.7;16.8;33.1;22.2;15.3;72.8;52;6.2;1.3;
2024-09-08;0;931.3;18.2;33.7;25.3;19.2;65.3;52;4;1;
2024-09-09;0;930.4;15.9;33.3;24;18.4;61.2;45;7.8;1.2;
2024-09-10;0;928.2;13.8;33.8;23.5;15.4;55.8;41;9.9;1.5;
2024-09-11;0;927.7;15.2;33.3;25.1;18.8;54.9;44;6.8;1.1;
2024-09-12;0;928.2;14.5;34.3;25.4;17.7;51.8;37;9.7;1.5;
2024-09-13;0;927.5;14.4;33.4;24.5;16.3;54.1;42;5.9;1.1;
2024-09-14;0;928;13.8;27.6;22.6;17.9;57.5;49;7.2;1.9;
2024-09-15;.2;931.5;12.2;20.7;17.5;16.3;71.3;61;10;3.3;
2024-09-16;15.4;931.7;11.2;16.8;15.1;14.4;77.6;74;8.2;2.2;
2024-09-17;5.8;933.5;11;16.1;14.4;13.5;79.8;76;10.4;3.4;
2024-09-18;0;931.7;12.5;21.4;16;13.7;79.8;71;11.1;2.6;
2024-09-19;0;929;13.9;24.2;17.7;15.4;78.6;70;7.4;1.8;
2024-09-20;3.8;926.5;17.4;33.4;22.3;15.9;74.6;59;11.2;2.1;
2024-09-21;.8;927.7;15.7;27.7;21.2;17.2;71.3;62;7.5;1.3;
2024-09-22;0;926.7;16.2;32.1;22;17.9;70;58;7.8;1.1;
2024-09-23;.2;927.1;16.6;32.6;22.9;16.6;68.3;53;9.1;1.3;
2024-09-24;0;927.5;15.4;33.5;20.8;16;71.5;59;8.8;1.4;
2024-09-25;0;925.9;18.3;35.6;24.8;17.6;68;53;7.1;1.3;
2024-09-26;0;924.6;18.7;36.5;27.2;19.6;60.1;51;7;1.3;
2024-09-27;0;926.1;14;26.2;19.2;18.8;71.9;55;10.5;2.1;
